announcement_id,created_at,overview_id,updated_at,apply_method,content,target
19230,2024-12-04 11:35:53.437692,13442,2024-12-06 07:35:46.432687,우편,매입임대,청년
19231,2025-04-17 00:45:08.610207,13443,2025-04-20 21:59:52.141789,우편,행복주택,무주택자
19232,2024-05-21 18:28:58.635010,13444,2024-05-23 19:34:58.978143,방문,임대,신혼부부
19233,2024-04-29 08:33:22.501940,13445,2024-05-17 11:20:16.544694,방문,분양,고령자
19234,2025-01-14 16:31:33.533272,13446,2025-01-27 20:14:11.441429,모바일,분양,신혼부부
19235,2024-01-16 16:18:39.862185,13447,2024-01-19 08:31:14.374969,우편,전세,신혼부부
19237,2024-03-10 01:17:17.763180,13448,2024-03-10 19:11:36.610532,인터넷,분양,고령자
19238,2024-11-05 11:46:12.366272,13449,2024-11-07 06:11:55.253156,우편,매입임대,신혼부부
19241,2023-12-21 15:58:04.674340,13450,2023-12-23 23:19:34.482987,우편,임대,신혼부부
19242,2024-09-19 19:58:28.257377,13451,2024-09-20 01:27:26.435450,방문,매입임대,무주택자
19243,2024-02-20 01:42:16.900228,13452,2024-03-01 06:12:49.958224,방문,임대,무주택자
19244,2025-05-20 23:14:53.961068,13453,2025-05-21 05:37:50.764175,모바일,분양,무주택자
19248,2025-04-22 07:55:20.327722,13454,2025-04-24 12:13:26.962358,방문,임대,일반
19249,2025-03-31 15:20:29.531763,13455,2025-04-12 07:42:30.900486,방문,행복주택,청년
19250,2024-08-13 09:10:22.459570,13456,2024-08-13 16:02:39.703478,모바일,행복주택,청년
19255,2024-02-14 15:30:17.906261,13457,2024-02-25 13:12:15.440726,방문,전세,청년
19256,2024-10-10 01:43:39.189715,13458,2024-10-10 06:59:14.328269,방문,분양,무주택자
19257,2024-11-07 06:11:40.417589,13459,2024-11-14 14:14:34.764277,모바일,행복주택,청년
19258,2025-11-21 04:33:01.277055,13460,2025-11-21 23:25:46.341606,우편,행복주택,무주택자
19259,2024-06-16 05:37:13.213050,13461,2024-06-16 06:50:31.804858,우편,매입임대,일반
19261,2025-03-27 10:40:28.900864,13462,2025-03-29 12:00:52.079171,우편,행복주택,청년
19263,2024-08-01 00:24:30.441191,13463,2024-08-01 09:26:09.197786,우편,전세,일반
19264,2023-12-03 15:31:52.056722,13464,2023-12-03 19:55:41.044733,모바일,행복주택,신혼부부
19265,2025-09-08 09:57:32.514128,13465,2025-09-08 12:50:56.711449,모바일,행복주택,신혼부부
19266,2024-01-23 15:41:11.918855,13466,2024-01-24 00:37:26.128096,모바일,임대,고령자
19267,2025-10-15 17:26:19.547829,13467,2025-10-15 17:52:03.162079,모바일,전세,일반
19271,2024-03-07 15:30:05.649743,13468,2024-03-07 18:28:41.560565,모바일,전세,고령자
19273,2024-05-12 04:43:34.666970,13469,2024-05-14 00:42:09.589270,모바일,분양,청년
19274,2025-04-04 11:02:11.903237,13470,2025-04-09 03:28:53.523922,우편,전세,일반
19276,2024-02-01 15:50:29.941935,13471,2024-02-01 21:42:59.215649,인터넷,분양,무주택자
19277,2025-05-26 08:21:26.862472,13472,2025-05-31 20:14:51.032337,모바일,전세,일반
19278,2024-06-20 18:51:17.995681,13473,2024-06-21 05:08:48.037874,모바일,전세,청년
19280,2025-04-10 11:11:47.021467,13474,2025-04-12 15:46:06.458249,방문,전세,신혼부부
19281,2024-03-11 06:57:13.794055,13475,2024-03-11 07:44:39.419029,우편,행복주택,신혼부부
19282,2024-05-27 10:01:27.004041,13476,2024-05-28 13:50:41.402193,인터넷,임대,청년
19283,2025-04-13 23:56:54.760817,13477,2025-04-14 03:11:50.759153,모바일,행복주택,청년
19284,2024-01-07 20:36:39.310217,13478,2024-01-08 03:19:38.886919,인터넷,분양,청년
19285,2024-11-06 12:08:52.975927,13479,2024-11-16 02:08:50.658898,우편,분양,무주택자
19286,2025-09-05 09:09:43.453460,13480,2025-09-05 12:51:00.110825,방문,전세,무주택자
19287,2025-01-07 12:19:52.521987,13481,2025-01-07 16:25:10.585941,우편,행복주택,고령자
19288,2024-11-04 23:37:23.436970,13482,2024-11-07 15:41:18.480784,우편,전세,신혼부부
19290,2024-12-04 06:45:28.447135,13483,2024-12-07 23:36:35.936731,인터넷,매입임대,일반
19291,2025-01-01 11:15:02.784721,13484,2025-01-05 07:22:54.540363,방문,행복주택,신혼부부
19293,2024-06-24 16:40:35.580086,13485,2024-06-26 09:31:49.199927,우편,매입임대,무주택자
19294,2025-02-11 16:20:40.282518,13486,2025-02-13 20:54:38.368959,우편,전세,일반
19295,2025-12-03 00:34:31.755013,13487,2025-12-03 13:08:37.549247,우편,임대,일반
19296,2024-02-24 15:03:18.709896,13488,2024-02-27 04:23:44.039272,모바일,임대,무주택자
19297,2024-02-10 11:55:45.447859,13489,2024-02-22 07:00:51.994736,인터넷,행복주택,무주택자
19298,2024-05-14 18:53:54.501300,13490,2024-05-23 06:19:38.720093,방문,분양,무주택자
19299,2024-01-14 23:25:11.226419,13491,2024-01-26 13:01:46.359558,방문,전세,고령자
19300,2025-06-30 09:13:03.803594,13492,2025-06-30 18:38:33.871107,우편,분양,신혼부부
19301,2025-03-09 23:49:07.834727,13493,2025-03-12 02:08:54.924737,방문,전세,청년
19303,2024-01-27 03:35:07.562786,13494,2024-02-01 05:55:19.393944,인터넷,분양,고령자
19305,2024-08-18 13:37:36.525627,13495,2024-08-22 00:43:28.730317,인터넷,매입임대,무주택자
19306,2024-04-08 20:44:57.705110,13496,2024-04-12 19:26:23.913556,방문,임대,고령자
19307,2025-07-06 00:13:43.393622,13497,2025-07-07 22:53:30.366570,방문,임대,신혼부부
19310,2025-10-10 13:34:05.783081,13498,2025-10-10 19:05:32.332384,우편,매입임대,청년
19311,2024-01-17 12:38:57.529146,13499,2024-01-18 12:01:50.486729,모바일,분양,일반
19314,2024-11-22 23:36:51.431822,13500,2024-11-25 13:03:27.814145,모바일,매입임대,무주택자
19315,2024-11-13 11:37:54.301496,13501,2024-11-13 16:23:31.445401,인터넷,분양,일반
19316,2024-07-08 18:42:52.359245,13502,2024-07-08 21:34:30.358337,모바일,분양,무주택자
19317,2024-09-09 12:24:30.054275,13503,2024-09-09 21:55:18.602093,인터넷,임대,신혼부부
19318,2024-09-09 13:05:28.397374,13504,2024-09-24 02:33:08.704302,우편,임대,무주택자
19320,2024-10-12 01:06:31.968743,13505,2024-10-12 12:43:39.655233,우편,임대,일반
19321,2026-01-13 10:16:15.099889,13506,2026-01-16 03:40:26.760778,방문,행복주택,무주택자
19322,2024-04-07 10:54:40.722239,13507,2024-04-10 15:21:42.335238,인터넷,행복주택,일반
19323,2025-12-11 16:06:34.321080,13508,2025-12-15 05:18:09.795899,우편,임대,고령자
19324,2024-02-21 10:32:12.653770,13509,2024-03-02 02:33:36.592676,인터넷,전세,고령자
19326,2025-06-13 07:19:44.783932,13510,2025-06-13 07:27:17.918511,모바일,전세,청년
19327,2025-05-19 10:40:28.869083,13511,2025-05-28 13:11:24.709746,우편,임대,일반
19328,2024-08-23 10:45:25.231774,13512,2024-08-24 03:09:15.821538,우편,임대,무주택자
19330,2024-04-15 22:59:33.059725,13513,2024-04-16 08:22:50.514497,우편,전세,일반
19331,2024-06-18 07:45:42.437700,13514,2024-06-26 22:45:49.910861,모바일,전세,청년
19332,2024-07-18 05:08:21.497870,13515,2024-07-18 06:42:43.512342,방문,행복주택,고령자
19333,2025-05-09 06:06:18.778523,13516,2025-05-10 14:52:34.733000,인터넷,행복주택,청년
19334,2024-12-02 03:48:47.755876,13517,2024-12-06 08:42:18.047082,우편,매입임대,고령자
19336,2024-01-19 16:51:25.306956,13518,2024-01-24 03:19:36.361454,우편,임대,신혼부부
19338,2025-10-19 03:17:50.507262,13519,2025-10-30 12:32:02.202688,우편,분양,고령자
19339,2024-01-05 04:53:33.940041,13520,2024-01-19 13:54:55.434811,방문,행복주택,청년
19343,2024-02-22 07:50:25.386846,13521,2024-02-22 08:14:28.908382,방문,행복주택,청년
19344,2024-01-14 22:06:25.333866,13522,2024-01-14 23:02:24.719896,인터넷,임대,신혼부부
19345,2024-02-22 06:49:19.489844,13523,2024-02-24 07:35:11.102971,모바일,행복주택,일반
19346,2024-02-16 23:45:21.393714,13524,2024-03-05 18:58:20.910800,모바일,전세,무주택자
19347,2024-04-05 13:00:42.509354,13525,2024-04-10 05:19:36.651015,인터넷,전세,고령자
19349,2024-11-27 21:08:31.725322,13526,2024-11-29 10:56:25.379352,인터넷,매입임대,고령자
19351,2024-08-05 13:00:08.750960,13527,2024-08-05 15:29:13.565412,방문,전세,무주택자
19352,2025-01-29 12:45:24.336550,13528,2025-01-30 05:33:56.383692,인터넷,전세,고령자
19353,2025-11-11 12:38:15.598841,13529,2025-11-11 14:54:09.247743,방문,매입임대,신혼부부
19354,2024-10-04 06:32:33.971692,13530,2024-10-06 18:11:30.272433,우편,매입임대,일반
19356,2023-12-15 08:18:51.664675,13531,2023-12-16 08:25:39.593474,인터넷,임대,고령자
19358,2024-10-18 04:15:30.679027,13532,2024-10-21 20:12:00.249218,방문,전세,고령자
19359,2025-07-06 16:58:31.651122,13533,2025-07-14 17:52:25.978064,인터넷,임대,신혼부부
19360,2024-02-24 05:31:29.944646,13534,2024-03-02 23:44:55.790338,인터넷,전세,무주택자
19361,2025-10-05 05:48:36.182147,13535,2025-10-05 05:49:40.134289,우편,행복주택,신혼부부
19362,2024-08-05 08:26:55.141217,13536,2024-08-06 13:55:47.693279,인터넷,전세,청년
19364,2024-10-16 02:23:11.302904,13537,2024-10-16 03:33:08.274372,모바일,임대,고령자
19365,2024-03-07 17:36:51.361951,13538,2024-03-07 20:39:58.647695,모바일,매입임대,무주택자
19367,2025-06-03 16:05:17.560599,13539,2025-06-06 21:33:02.315400,인터넷,매입임대,무주택자
19368,2024-04-13 10:03:40.784766,13540,2024-04-14 21:11:17.720249,모바일,전세,고령자
19369,2025-04-11 05:50:10.571066,13541,2025-04-13 14:17:14.186050,방문,매입임대,일반
19371,2025-04-28 17:29:01.163954,13542,2025-05-11 20:32:53.958020,인터넷,행복주택,일반
19372,2024-08-05 05:53:57.254408,13543,2024-08-06 04:44:57.824729,모바일,전세,신혼부부
19374,2024-08-16 02:47:20.107689,13544,2024-08-16 10:22:38.004223,우편,매입임대,청년
19375,2025-08-24 07:28:03.453491,13545,2025-08-26 15:42:49.797222,우편,전세,청년
19378,2025-11-30 00:53:52.531201,13546,2025-12-04 05:06:34.090591,모바일,임대,일반
19379,2025-09-15 20:08:40.190885,13547,2025-09-17 19:42:30.914708,모바일,전세,고령자
19381,2025-10-29 06:59:01.296301,13548,2025-11-01 21:57:40.973632,인터넷,매입임대,고령자
19382,2025-02-11 06:03:57.894055,13549,2025-02-11 22:28:33.230861,우편,임대,무주택자
19383,2025-08-01 02:40:41.970631,13550,2025-08-05 13:25:12.991524,인터넷,전세,신혼부부
19385,2024-09-07 15:02:45.724348,13551,2024-09-07 22:48:14.526543,우편,행복주택,고령자
19386,2024-08-01 23:33:38.733658,13552,2024-08-02 16:36:39.488051,우편,분양,신혼부부
19387,2024-08-15 21:35:13.864641,13553,2024-08-16 04:35:24.147200,우편,임대,일반
19389,2025-06-27 01:03:54.444099,13554,2025-06-30 21:24:39.122124,우편,매입임대,신혼부부
19391,2024-09-07 02:07:25.193568,13555,2024-09-09 14:58:46.142192,모바일,매입임대,고령자
19392,2024-11-08 12:56:32.191416,13556,2024-11-10 01:29:51.013069,모바일,매입임대,일반
19393,2024-04-07 05:34:50.304617,13557,2024-04-10 11:17:48.764241,우편,임대,고령자
19394,2024-08-11 15:50:00.689328,13558,2024-08-19 19:58:50.023550,인터넷,행복주택,고령자
19397,2024-11-07 02:35:45.210520,13559,2024-11-08 22:31:58.006371,인터넷,분양,고령자
19398,2024-06-09 20:27:27.281878,13560,2024-06-11 22:23:31.680062,모바일,임대,고령자
19400,2025-07-03 14:48:04.103738,13561,2025-07-07 13:47:18.728942,방문,임대,일반
19401,2024-02-02 08:55:37.752201,13562,2024-02-03 07:08:50.587669,모바일,행복주택,청년
19402,2025-06-01 11:36:56.339425,13563,2025-06-03 17:06:30.919924,우편,전세,고령자
19403,2025-08-28 22:34:12.717099,13564,2025-08-30 01:04:11.720601,방문,매입임대,고령자
19404,2025-02-04 09:12:42.869270,13565,2025-02-07 01:10:12.653698,우편,전세,청년
19405,2025-03-09 04:14:50.216456,13566,2025-03-09 11:12:31.309237,인터넷,매입임대,고령자
19407,2025-04-22 10:52:16.232475,13567,2025-04-23 14:08:46.302254,인터넷,임대,무주택자
19410,2025-02-02 14:34:33.517072,13568,2025-02-04 08:42:41.987499,모바일,행복주택,청년
19412,2024-07-23 09:08:41.305461,13569,2024-07-29 11:52:02.536791,모바일,행복주택,일반
19413,2024-07-13 04:51:43.646602,13570,2024-07-28 17:31:48.239865,방문,분양,일반
19414,2025-04-20 22:45:53.843678,13571,2025-04-23 05:33:43.181876,인터넷,행복주택,청년
19415,2024-02-22 23:02:02.598792,13572,2024-02-23 03:02:22.157091,인터넷,임대,일반
19416,2025-02-28 10:11:33.343383,13573,2025-03-01 01:59:56.755830,우편,매입임대,청년
19417,2024-03-27 01:18:26.165019,13574,2024-03-27 09:04:03.214335,방문,매입임대,신혼부부
19419,2024-07-23 23:50:39.543693,13575,2024-08-03 03:21:40.502928,방문,임대,고령자
19421,2024-06-05 13:30:49.221765,13576,2024-06-23 13:46:13.419120,모바일,매입임대,고령자
19422,2025-01-06 07:21:18.174358,13577,2025-01-06 07:58:17.782124,방문,매입임대,청년
19424,2024-10-19 18:24:20.513522,13578,2024-10-23 03:38:30.476213,인터넷,행복주택,무주택자
19425,2025-05-19 07:33:05.904944,13579,2025-05-22 17:49:46.447186,우편,매입임대,무주택자
19426,2025-02-12 16:45:16.356201,13580,2025-02-12 17:38:48.093132,방문,매입임대,고령자
19428,2025-05-13 01:05:57.083122,13581,2025-05-14 13:17:46.611475,인터넷,임대,청년
19429,2024-03-13 16:39:22.093761,13582,2024-03-15 10:22:28.523525,모바일,분양,신혼부부
19431,2024-06-12 08:54:36.541950,13583,2024-07-06 11:00:02.078566,우편,행복주택,무주택자
19432,2024-10-22 05:19:24.532192,13584,2024-11-04 13:10:15.697595,모바일,매입임대,무주택자
19433,2025-11-25 00:01:08.697336,13585,2025-11-25 13:59:46.983337,모바일,전세,청년
19434,2025-02-05 02:31:10.150684,13586,2025-02-12 08:44:22.226409,우편,임대,무주택자
19435,2024-04-13 18:55:36.610466,13587,2024-04-22 19:09:00.567972,인터넷,행복주택,고령자
19436,2024-07-05 13:25:24.216718,13588,2024-07-05 13:27:16.892759,우편,임대,청년
19437,2025-12-01 02:41:02.688386,13589,2025-12-13 05:14:19.632814,방문,매입임대,고령자
19438,2024-07-28 01:29:02.559036,13590,2024-07-31 23:19:42.116665,우편,매입임대,일반
19439,2024-08-17 19:55:59.809095,13591,2024-08-17 19:58:39.383948,모바일,전세,무주택자
19442,2025-06-06 23:11:53.762898,13592,2025-06-19 00:58:21.050707,우편,전세,신혼부부
19443,2024-06-02 00:09:10.749319,13593,2024-06-05 00:09:31.701929,인터넷,전세,신혼부부
19444,2024-06-09 19:34:54.896014,13594,2024-06-14 20:19:04.385970,방문,임대,청년
19445,2024-05-14 15:21:56.938188,13595,2024-05-16 16:00:25.077041,우편,매입임대,무주택자
19447,2024-03-05 00:35:44.725997,13596,2024-03-17 02:48:59.791983,모바일,전세,고령자
19449,2024-06-18 08:05:06.681519,13597,2024-06-18 08:52:13.561670,우편,행복주택,청년
19450,2024-06-05 17:45:03.042569,13598,2024-06-05 17:59:42.682537,방문,임대,청년
19451,2025-04-07 06:12:10.084385,13599,2025-04-07 15:43:36.587875,인터넷,행복주택,일반
19452,2025-01-07 20:10:18.168211,13600,2025-01-08 02:15:11.131984,우편,매입임대,일반
19455,2025-05-03 03:32:45.761862,13601,2025-05-09 12:23:48.125132,모바일,매입임대,일반
19456,2025-05-09 06:42:09.361392,13602,2025-05-12 13:05:14.037789,방문,임대,신혼부부
19458,2024-09-05 17:12:22.052075,13603,2024-09-10 17:47:08.836249,인터넷,매입임대,신혼부부
19459,2024-11-27 23:15:19.340456,13604,2024-11-28 06:53:49.604038,방문,행복주택,일반
19460,2024-06-22 09:24:45.294550,13605,2024-07-10 16:21:46.330767,인터넷,임대,고령자
19461,2025-03-10 13:34:33.708258,13606,2025-03-25 09:10:44.744184,우편,분양,무주택자
19462,2024-07-06 12:09:55.759415,13607,2024-07-08 14:19:16.997226,우편,행복주택,일반
19463,2024-11-20 20:50:53.351384,13608,2024-12-18 20:42:30.332752,방문,매입임대,고령자
19465,2024-03-24 00:54:38.373944,13609,2024-03-24 12:56:27.254123,우편,임대,무주택자
19468,2024-01-07 21:14:31.770732,13610,2024-01-13 01:14:00.350757,인터넷,행복주택,청년
19469,2024-08-06 16:08:22.489775,13611,2024-08-12 03:29:59.086515,방문,행복주택,일반
19471,2025-09-03 16:38:04.161775,13612,2025-09-13 21:25:47.119161,방문,전세,고령자
19472,2024-08-04 00:20:13.099585,13613,2024-08-05 16:37:04.299039,모바일,전세,고령자
19473,2025-08-03 09:43:31.325978,13614,2025-08-03 23:10:28.518405,우편,분양,고령자
19474,2024-03-18 14:52:34.331066,13615,2024-03-19 00:32:39.075366,인터넷,매입임대,고령자
19478,2025-07-11 06:49:17.000449,13616,2025-07-11 10:31:41.297457,방문,전세,청년
19479,2025-12-19 18:44:34.696153,13617,2025-12-22 16:33:21.867228,방문,분양,고령자
19481,2024-08-01 14:31:37.198979,13618,2024-08-11 13:20:56.492179,방문,전세,신혼부부
19482,2025-02-15 23:20:34.403888,13619,2025-02-26 13:56:03.469060,인터넷,전세,고령자
19483,2024-01-14 11:44:27.303868,13620,2024-01-23 02:31:14.109320,인터넷,전세,신혼부부
19486,2025-07-01 06:42:37.729128,13621,2025-07-09 19:25:04.603008,방문,행복주택,고령자
19487,2025-09-18 16:32:25.070421,13622,2025-09-24 05:03:25.264219,모바일,임대,고령자
19490,2024-09-25 05:32:59.039420,13623,2024-09-25 23:12:45.544743,우편,분양,신혼부부
19491,2025-09-07 08:09:23.117658,13624,2025-09-08 17:43:39.325190,방문,매입임대,청년
19492,2024-12-19 07:31:30.585048,13625,2024-12-19 14:33:16.582196,우편,분양,고령자
19494,2025-10-04 04:03:02.851297,13626,2025-10-12 15:42:26.489192,모바일,매입임대,청년
19495,2024-01-06 04:43:29.875267,13627,2024-01-09 12:02:35.091712,인터넷,분양,일반
19496,2024-03-31 21:49:15.113186,13628,2024-04-01 04:58:10.328228,인터넷,임대,신혼부부
19497,2024-04-29 21:38:47.032736,13629,2024-05-01 02:17:01.200599,우편,매입임대,신혼부부
19499,2025-01-25 21:11:10.070343,13630,2025-01-28 23:22:44.297765,방문,전세,신혼부부
19500,2025-02-20 02:58:01.495978,13631,2025-02-20 16:25:49.719963,인터넷,임대,무주택자
19502,2024-09-23 21:19:13.097197,13632,2024-09-24 09:05:11.495035,우편,분양,일반
19503,2025-09-19 05:55:42.213894,13633,2025-09-19 10:46:15.423517,우편,매입임대,신혼부부
19504,2025-04-16 10:50:20.718126,13634,2025-04-30 03:30:51.939778,방문,분양,고령자
19505,2025-11-18 12:14:37.619003,13635,2025-11-18 12:25:33.082517,모바일,임대,일반
19508,2024-04-05 18:14:58.245318,13636,2024-04-07 05:31:37.367783,인터넷,매입임대,일반
19509,2024-10-30 22:44:07.620245,13637,2024-11-01 19:57:49.622638,우편,임대,신혼부부
19510,2025-10-19 04:34:37.704526,13638,2025-10-19 10:30:10.725858,우편,매입임대,청년
19511,2025-06-14 07:24:04.067179,13639,2025-06-14 09:41:16.837438,인터넷,전세,일반
19512,2025-09-05 17:57:07.426323,13640,2025-09-14 13:55:47.636787,인터넷,임대,일반
19513,2025-11-10 11:35:24.922645,13641,2025-11-17 14:21:56.025219,방문,전세,고령자
19515,2025-04-10 01:02:46.764423,13642,2025-04-15 16:32:40.040081,우편,분양,무주택자
19517,2025-01-05 04:02:33.207954,13643,2025-01-15 18:48:10.516383,방문,분양,신혼부부
19518,2024-03-07 13:25:59.499541,13644,2024-03-09 08:22:27.919369,우편,임대,신혼부부
19519,2024-05-03 19:17:58.558678,13645,2024-05-09 14:16:07.658425,방문,매입임대,고령자
19520,2024-04-23 09:29:29.118891,13646,2024-05-03 19:10:28.508041,방문,매입임대,일반
19521,2025-09-19 23:04:44.920078,13647,2025-09-20 08:55:49.865738,우편,행복주택,무주택자
19522,2024-12-06 23:15:40.988741,13648,2024-12-16 15:21:00.517312,방문,분양,일반
19523,2024-11-27 03:05:41.383695,13649,2024-12-06 20:30:58.906897,우편,행복주택,청년
19524,2025-08-01 04:00:08.514099,13650,2025-08-02 07:55:26.985693,모바일,전세,일반
19527,2025-08-17 15:18:53.730207,13651,2025-08-18 08:06:06.305782,모바일,임대,고령자
19528,2024-07-18 22:03:29.515594,13652,2024-07-19 01:14:28.396563,인터넷,임대,청년
19529,2024-01-20 13:20:48.362278,13653,2024-01-25 10:38:11.020513,방문,임대,일반
19531,2024-05-29 17:03:21.898268,13654,2024-05-29 17:22:28.490174,방문,행복주택,무주택자
19532,2024-09-25 22:37:39.652180,13655,2024-09-25 23:57:37.256370,방문,분양,고령자
19533,2025-02-08 15:02:21.536562,13656,2025-02-09 08:39:46.352735,인터넷,임대,일반
19534,2024-07-30 16:09:43.856308,13657,2024-08-10 16:03:50.810629,인터넷,분양,일반
19535,2025-07-09 08:51:25.960039,13658,2025-07-09 23:07:28.527465,우편,행복주택,무주택자
19536,2025-01-26 12:01:23.959990,13659,2025-01-27 05:20:02.004429,인터넷,매입임대,신혼부부
19538,2024-10-22 15:14:40.541363,13660,2024-11-05 07:32:54.423471,인터넷,행복주택,일반
19540,2025-12-11 20:58:06.471019,13661,2025-12-20 01:10:44.391334,방문,행복주택,고령자
19541,2024-10-05 00:15:22.475290,13662,2024-10-13 06:48:33.158514,모바일,매입임대,신혼부부
19542,2024-03-20 13:39:31.594510,13663,2024-03-21 02:58:55.871748,우편,분양,신혼부부
19543,2024-02-26 21:19:09.321627,13664,2024-02-27 13:33:36.885190,모바일,전세,청년
19545,2024-09-14 11:08:05.524733,13665,2024-09-14 23:42:44.950001,인터넷,매입임대,청년
19546,2025-02-13 05:54:58.486441,13666,2025-02-13 19:13:53.845240,인터넷,전세,신혼부부
19547,2024-11-01 09:41:42.438845,13667,2024-11-01 22:41:42.864774,인터넷,매입임대,일반
19549,2025-03-21 12:01:51.024809,13668,2025-03-25 13:52:35.641878,인터넷,매입임대,고령자
19550,2024-09-09 15:33:41.478946,13669,2024-09-12 06:13:28.224480,인터넷,분양,청년
19551,2025-11-25 07:17:17.539027,13670,2025-12-08 05:06:39.183596,우편,전세,청년
19554,2025-07-20 00:21:28.648868,13671,2025-07-27 15:07:48.062515,모바일,임대,신혼부부
19555,2025-04-02 13:05:48.242499,13672,2025-04-02 16:05:21.858139,방문,임대,무주택자
19556,2025-09-01 06:58:38.402125,13673,2025-09-01 17:55:19.053465,모바일,임대,청년
19557,2025-11-26 08:58:52.332531,13674,2025-11-27 11:21:43.103370,우편,매입임대,일반
19560,2025-01-12 11:14:14.551575,13675,2025-01-12 13:33:34.141511,모바일,전세,신혼부부
19563,2024-04-13 18:32:19.665504,13676,2024-04-14 00:27:23.588799,우편,매입임대,신혼부부
19564,2024-05-13 15:41:19.250240,13677,2024-05-14 15:38:38.354187,우편,행복주택,일반
19565,2024-11-22 12:58:14.941418,13678,2024-11-27 17:21:25.148406,모바일,매입임대,고령자
19567,2025-02-19 18:44:29.188981,13679,2025-02-25 04:18:00.469457,방문,임대,청년
19569,2024-07-11 00:12:00.592981,13680,2024-07-19 19:34:15.133545,우편,행복주택,무주택자
19570,2025-01-06 21:19:33.329283,13681,2025-01-09 18:10:51.990460,인터넷,분양,무주택자
19572,2024-08-09 12:23:02.599893,13682,2024-08-17 09:46:22.835121,인터넷,행복주택,신혼부부
19573,2025-08-07 19:32:05.978297,13683,2025-08-07 22:15:21.008770,인터넷,매입임대,청년
19574,2024-02-28 06:22:18.875752,13684,2024-02-28 13:59:38.997723,인터넷,전세,청년
19576,2024-12-15 20:23:59.419899,13685,2024-12-17 06:04:32.120931,모바일,매입임대,신혼부부
19577,2024-01-22 08:10:29.380235,13686,2024-01-22 12:30:51.995777,방문,분양,청년
19578,2024-06-25 02:48:01.276985,13687,2024-07-13 04:59:17.421047,우편,분양,고령자
19579,2024-11-06 17:22:23.177068,13688,2024-11-06 23:57:48.657494,모바일,전세,무주택자
19580,2025-11-02 07:53:39.735767,13689,2025-11-03 06:50:08.754913,우편,분양,신혼부부
19581,2025-01-16 06:45:43.736655,13690,2025-01-20 18:41:12.635619,방문,행복주택,고령자
19582,2024-08-07 16:48:33.459115,13691,2024-08-24 14:34:52.755759,우편,전세,고령자
19583,2024-11-25 06:12:43.814002,13692,2024-11-28 02:57:49.028759,우편,임대,일반
19585,2024-06-05 10:42:55.336447,13693,2024-06-05 10:54:34.581035,방문,분양,무주택자
19586,2024-03-13 09:35:53.240164,13694,2024-03-28 16:21:32.079764,인터넷,분양,고령자
19587,2024-08-08 01:11:02.282834,13695,2024-08-11 06:27:51.523301,인터넷,전세,일반
19588,2024-07-30 18:54:50.852362,13696,2024-07-31 03:53:56.248260,모바일,임대,신혼부부
19589,2025-04-15 16:22:48.573606,13697,2025-04-16 10:22:10.314476,인터넷,행복주택,고령자
19591,2025-08-20 18:09:17.600061,13698,2025-08-21 01:11:40.173587,우편,행복주택,일반
19592,2024-10-19 11:22:17.457550,13699,2024-10-27 18:26:40.793475,우편,임대,고령자
19594,2024-02-20 05:00:03.349149,13700,2024-02-21 13:46:40.937161,모바일,매입임대,일반
19596,2024-11-27 15:32:17.744787,13701,2024-11-28 00:04:31.767443,모바일,임대,일반
19598,2024-06-16 00:33:10.348048,13702,2024-06-29 21:57:57.812338,우편,전세,무주택자
19599,2025-04-03 04:30:57.611165,13703,2025-04-05 18:04:14.377385,인터넷,전세,신혼부부
19600,2024-04-16 10:42:12.045894,13704,2024-04-16 12:11:34.618316,우편,분양,일반
19601,2025-02-20 22:42:49.677390,13705,2025-02-24 11:14:38.459027,우편,행복주택,청년
19602,2025-11-30 09:52:56.560059,13706,2025-12-13 01:42:15.919355,우편,임대,일반
19605,2023-12-07 10:28:30.906739,13707,2023-12-14 13:08:28.961187,인터넷,임대,신혼부부
19607,2024-12-02 05:31:30.532546,13708,2024-12-04 02:39:03.564011,인터넷,임대,고령자
19609,2025-09-21 00:58:26.542053,13709,2025-09-21 14:40:32.695150,인터넷,전세,신혼부부
19610,2025-08-15 19:35:15.596400,13710,2025-08-17 00:27:43.452571,인터넷,임대,청년
19611,2025-06-01 12:16:05.777065,13711,2025-06-01 19:39:27.394004,우편,매입임대,청년
19612,2025-01-26 00:57:14.092127,13712,2025-01-27 13:13:01.017912,인터넷,임대,고령자
19613,2024-03-20 14:12:45.076764,13713,2024-03-23 16:16:11.015634,인터넷,매입임대,무주택자
19614,2024-01-11 16:25:27.859908,13714,2024-01-11 18:10:41.647590,인터넷,임대,청년
19616,2025-05-25 13:03:18.375346,13715,2025-05-30 10:45:57.475968,우편,매입임대,고령자
19618,2024-06-08 08:30:23.709513,13716,2024-06-08 17:03:49.417411,모바일,매입임대,청년
19619,2024-05-13 07:45:01.540881,13717,2024-05-14 03:00:40.906760,우편,행복주택,무주택자
19620,2025-08-24 11:02:28.767222,13718,2025-08-24 23:16:45.146429,방문,분양,신혼부부
19622,2023-11-30 04:15:47.625913,13719,2023-12-08 02:15:21.877626,우편,행복주택,청년
19623,2024-01-08 12:07:28.575627,13720,2024-01-29 01:53:05.250675,우편,매입임대,무주택자
19624,2024-11-06 16:18:45.920733,13721,2024-11-15 16:51:17.956233,인터넷,행복주택,무주택자
